Time,Unsmoothed Fres,Temp,Fres,dT/dt
10828,1781.03,19.96,1783.5846666666664,0.0020892857142859023
10830,1780.48,20.02,1783.588,0.0017142857142864354
10832,1781.82,19.95,1783.2099999999998,0.00028571428571434884
10835,1782.59,19.97,1782.9839999999997,-0.0008024834629210377
10837,1781.78,20.01,1782.9433333333332,-0.0019595592411676436
10839,1784.07,20.05,1783.1186666666667,0.00032150033489634894
10841,1782.06,20.02,1783.0306666666663,0.000411253027967482
10843,1785.2,20.04,1783.0413333333336,0.0012043596730245958
10845,1781.99,20.01,1782.994,0.001198441052289138
10847,1779.49,20.05,1782.4926666666668,0.0024320241691841906
10849,1786.65,20.01,1782.6606666666669,0.0021309883470007358
10851,1780.22,19.9,1782.3740000000005,0.0006154595647936618
10853,1785.2,20.03,1782.5073333333337,0.0004768392370577348
10855,1783.45,20.02,1782.6166666666666,-0.0003182118476110439
10857,1785.13,19.98,1782.744,0.0004805760214336789
10859,1782.53,19.99,1782.844,-0.00024139497898462462
10861,1782.74,20.05,1782.9946666666667,0.0005703841244055648
10863,1781.73,20.01,1782.9886666666666,-0.00019642857142806137
10865,1783.66,19.99,1783.06,-0.0010000000000000252
10867,1781.71,20.03,1783.0553333333332,-0.0007678571428575583
10869,1780.95,20.05,1782.8473333333332,0.00025000000000006826
10871,1781.75,19.98,1782.8266666666664,-3.571428571406311e-05
10873,1784.09,20.0,1782.7526666666668,0.0002857142857143288
10875,1783.49,20.03,1782.852666666667,0.0006249999999993128
10877,1786.89,20.06,1783.3459999999998,0.001874999999999628
10880,1783.99,20.03,1783.1686666666665,0.0021237089474303392
10882,1784.0,20.04,1783.4206666666664,0.0009468363058051209
10884,1784.81,19.98,1783.3946666666664,0.0005877427997320219
10886,1783.52,20.06,1783.399333333333,0.0011687954195111886
10888,1782.65,20.04,1783.2339999999997,0.0008964577656673378
10890,1783.74,19.99,1783.3146666666662,6.820396232534881e-05
10892,1783.24,20.01,1783.3479999999995,0.00028323262839855066
10894,1784.12,19.94,1783.507333333333,-0.0007871169615880361
10896,1782.91,19.97,1783.457333333333,-0.0016612536537832989
10898,1781.8,19.99,1783.4633333333331,-0.0017356948228881858
10900,1783.92,20.03,1783.661333333333,-0.000999229244659408
10902,1779.86,19.99,1783.535333333333,-0.0016728064300062147
10904,1785.28,20.05,1783.6146666666664,-0.0013819152561625905
10906,1782.96,20.04,1783.5793333333331,-0.0008576070558193474
10908,1782.01,19.95,1783.2539999999997,-0.001000000000000003
10910,1784.13,20.03,1783.2633333333335,-0.00039285714285776905
10912,1781.32,20.0,1783.0846666666669,-1.7857142856791496e-05
10914,1782.47,19.96,1782.928666666667,-0.0009285714285715603
10916,1782.27,19.99,1782.8453333333334,-0.0002857142857145053
10918,1784.28,19.94,1782.9540000000002,-0.00042857142857136214
10920,1782.07,19.96,1782.842666666667,-0.000857142857142489
10922,1784.28,20.04,1782.912,5.357142857030782e-05
10924,1782.94,20.05,1782.8333333333333,3.571428571400869e-05
10926,1781.82,20.05,1782.7606666666666,0.0002500000000002667
10928,1780.36,20.03,1782.6646666666666,0.00035714285714296757
10930,1784.0,19.96,1782.67,8.928571428574119e-05
10933,1782.75,20.01,1782.8626666666669,5.222235117278203e-06
10935,1783.53,20.05,1782.746,0.0012200386231959474
10937,1778.32,20.07,1782.4366666666667,0.002505023442732692
10939,1781.83,20.02,1782.4246666666666,0.0018889011231007485
10941,1781.94,20.1,1782.2786666666666,0.0031989100817436727
10943,1782.68,19.99,1782.369333333333,0.0026729457616109773
10945,1783.79,20.02,1782.4573333333333,0.001998273629693357
10947,1783.55,20.02,1782.5426666666667,0.0016303409581354025
10949,1781.28,19.96,1782.342666666667,-0.0001607664826244441
10951,1784.68,20.02,1782.5166666666669,-0.0010299727520439127
10953,1785.68,19.97,1782.61,-0.0015068266901568878
